RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1678089131265	test RUN 1	3.3.1
REQUEST	394		CreateNewComputer	1678089176913	1678089177021	OK	 
REQUEST	289		FilterComputer	1678089176913	1678089177023	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177023
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177024
USER	MyComputerJourney	289	END	1678089161112	1678089177024
REQUEST	392		CreateNewComputer Redirect 1	1678089176942	1678089177051	OK	 
REQUEST	290		FilterComputer	1678089176962	1678089177073	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177073
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177074
USER	MyComputerJourney	290	END	1678089161162	1678089177075
REQUEST	395		CreateNewComputer	1678089176972	1678089177079	OK	 
REQUEST	393		CreateNewComputer Redirect 1	1678089176981	1678089177089	OK	 
REQUEST	396		CreateNewComputer	1678089177002	1678089177107	OK	 
REQUEST	394		CreateNewComputer Redirect 1	1678089177021	1678089177128	OK	 
REQUEST	291		FilterComputer	1678089177022	1678089177136	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177136
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177137
USER	MyComputerJourney	291	END	1678089161212	1678089177138
REQUEST	292		FilterComputer	1678089177052	1678089177161	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177162
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177162
USER	MyComputerJourney	292	END	1678089161263	1678089177162
REQUEST	397		CreateNewComputer	1678089177063	1678089177169	OK	 
REQUEST	395		CreateNewComputer Redirect 1	1678089177080	1678089177188	OK	 
REQUEST	293		FilterComputer	1678089177082	1678089177189	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177189
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177189
USER	MyComputerJourney	293	END	1678089161312	1678089177190
REQUEST	396		CreateNewComputer Redirect 1	1678089177107	1678089177212	OK	 
REQUEST	294		FilterComputer	1678089177122	1678089177228	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177228
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177229
USER	MyComputerJourney	294	END	1678089161362	1678089177230
REQUEST	398		CreateNewComputer	1678089177133	1678089177242	OK	 
REQUEST	397		CreateNewComputer Redirect 1	1678089177169	1678089177277	OK	 
REQUEST	295		FilterComputer	1678089177192	1678089177302	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177302
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177303
USER	MyComputerJourney	295	END	1678089161412	1678089177305
REQUEST	400		CreateNewComputer	1678089177213	1678089177320	OK	 
REQUEST	296		FilterComputer	1678089177243	1678089177352	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177353
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177353
REQUEST	398		CreateNewComputer Redirect 1	1678089177243	1678089177356	OK	 
USER	MyComputerJourney	296	END	1678089161462	1678089177357
REQUEST	399		CreateNewComputer	1678089177282	1678089177388	OK	 
REQUEST	402		CreateNewComputer	1678089177313	1678089177420	OK	 
REQUEST	400		CreateNewComputer Redirect 1	1678089177321	1678089177429	OK	 
REQUEST	297		FilterComputer	1678089177333	1678089177446	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177446
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177447
USER	MyComputerJourney	297	END	1678089161513	1678089177448
REQUEST	401		CreateNewComputer	1678089177333	1678089177453	OK	 
REQUEST	403		CreateNewComputer	1678089177362	1678089177468	OK	 
REQUEST	298		FilterComputer	1678089177362	1678089177474	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177475
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177475
USER	MyComputerJourney	298	END	1678089161562	1678089177477
REQUEST	399		CreateNewComputer Redirect 1	1678089177389	1678089177496	OK	 
REQUEST	299		FilterComputer	1678089177412	1678089177525	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177526
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177526
REQUEST	404		CreateNewComputer	1678089177423	1678089177530	OK	 
REQUEST	402		CreateNewComputer Redirect 1	1678089177420	1678089177529	OK	 
USER	MyComputerJourney	299	END	1678089161613	1678089177542
REQUEST	300		FilterComputer	1678089177442	1678089177552	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177554
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177555
USER	MyComputerJourney	300	END	1678089161663	1678089177557
REQUEST	401		CreateNewComputer Redirect 1	1678089177453	1678089177575	OK	 
REQUEST	403		CreateNewComputer Redirect 1	1678089177469	1678089177576	OK	 
REQUEST	405		CreateNewComputer	1678089177473	1678089177581	OK	 
REQUEST	301		FilterComputer	1678089177483	1678089177591	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177591
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177591
USER	MyComputerJourney	301	END	1678089161712	1678089177592
REQUEST	406		CreateNewComputer	1678089177513	1678089177620	OK	 
REQUEST	404		CreateNewComputer Redirect 1	1678089177530	1678089177638	OK	 
REQUEST	302		FilterComputer	1678089177533	1678089177641	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177641
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177641
USER	MyComputerJourney	302	END	1678089161762	1678089177642
REQUEST	405		CreateNewComputer Redirect 1	1678089177581	1678089177691	OK	 
REQUEST	406		CreateNewComputer Redirect 1	1678089177620	1678089177728	OK	 
REQUEST	304		FilterComputer	1678089177632	1678089177739	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177740
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177740
USER	MyComputerJourney	304	END	1678089161862	1678089177741
REQUEST	303		FilterComputer	1678089177653	1678089177770	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177771
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177771
USER	MyComputerJourney	303	END	1678089161812	1678089177772
REQUEST	305		FilterComputer	1678089177682	1678089177788	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177789
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177789
USER	MyComputerJourney	305	END	1678089161912	1678089177790
REQUEST	307		FilterComputer	1678089177783	1678089177891	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177892
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177892
USER	MyComputerJourney	307	END	1678089162012	1678089177894
REQUEST	306		FilterComputer	1678089177802	1678089177920	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177921
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177921
USER	MyComputerJourney	306	END	1678089161963	1678089177923
REQUEST	308		FilterComputer	1678089177833	1678089177942	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177943
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089177943
USER	MyComputerJourney	308	END	1678089162062	1678089177946
REQUEST	310		FilterComputer	1678089177923	1678089178027	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178028
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178028
USER	MyComputerJourney	310	END	1678089162162	1678089178029
REQUEST	309		FilterComputer	1678089177923	1678089178038	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178038
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178038
USER	MyComputerJourney	309	END	1678089162112	1678089178039
REQUEST	312		FilterComputer	1678089178033	1678089178140	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178141
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178141
USER	MyComputerJourney	312	END	1678089162262	1678089178142
REQUEST	311		FilterComputer	1678089178052	1678089178169	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178170
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178170
USER	MyComputerJourney	311	END	1678089162213	1678089178171
REQUEST	313		FilterComputer	1678089178073	1678089178179	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178180
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178181
USER	MyComputerJourney	313	END	1678089162312	1678089178185
REQUEST	314		FilterComputer	1678089178133	1678089178241	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178242
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178242
USER	MyComputerJourney	314	END	1678089162362	1678089178244
REQUEST	315		FilterComputer	1678089178202	1678089178313	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178314
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178314
USER	MyComputerJourney	315	END	1678089162412	1678089178315
REQUEST	316		FilterComputer	1678089178233	1678089178341	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178342
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178342
USER	MyComputerJourney	316	END	1678089162462	1678089178344
REQUEST	318		FilterComputer	1678089178333	1678089178441	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178442
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178443
USER	MyComputerJourney	318	END	1678089162562	1678089178446
REQUEST	317		FilterComputer	1678089178343	1678089178458	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178459
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178460
USER	MyComputerJourney	317	END	1678089162512	1678089178466
REQUEST	319		FilterComputer	1678089178383	1678089178490	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178490
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178490
USER	MyComputerJourney	319	END	1678089162613	1678089178491
REQUEST	320		FilterComputer	1678089178463	1678089178575	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178576
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178576
USER	MyComputerJourney	320	END	1678089162663	1678089178578
REQUEST	321		FilterComputer	1678089178512	1678089178622	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178622
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178623
USER	MyComputerJourney	321	END	1678089162713	1678089178625
REQUEST	322		FilterComputer	1678089178533	1678089178641	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178642
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178643
USER	MyComputerJourney	322	END	1678089162763	1678089178645
REQUEST	323		FilterComputer	1678089178602	1678089178715	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178716
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178717
USER	MyComputerJourney	323	END	1678089162812	1678089178718
REQUEST	324		FilterComputer	1678089178633	1678089178741	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178741
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178741
USER	MyComputerJourney	324	END	1678089162863	1678089178743
REQUEST	325		FilterComputer	1678089178712	1678089178822	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178823
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178823
USER	MyComputerJourney	325	END	1678089162912	1678089178824
REQUEST	326		FilterComputer	1678089178733	1678089178841	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178841
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178842
USER	MyComputerJourney	326	END	1678089162962	1678089178843
REQUEST	327		FilterComputer	1678089178782	1678089178891	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178891
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178892
USER	MyComputerJourney	327	END	1678089163012	1678089178894
REQUEST	328		FilterComputer	1678089178853	1678089178962	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178962
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089178962
USER	MyComputerJourney	328	END	1678089163062	1678089178962
REQUEST	329		FilterComputer	1678089178903	1678089179010	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179010
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179010
USER	MyComputerJourney	329	END	1678089163112	1678089179011
REQUEST	330		FilterComputer	1678089179002	1678089179120	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179121
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179121
USER	MyComputerJourney	330	END	1678089163162	1678089179124
REQUEST	332		FilterComputer	1678089179133	1678089179244	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179245
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179245
USER	MyComputerJourney	332	END	1678089163262	1678089179246
REQUEST	331		FilterComputer	1678089179143	1678089179258	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179259
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179259
USER	MyComputerJourney	331	END	1678089163212	1678089179261
REQUEST	334		FilterComputer	1678089179283	1678089179391	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179392
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179392
USER	MyComputerJourney	334	END	1678089163362	1678089179395
REQUEST	333		FilterComputer	1678089179293	1678089179407	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
REQUEST	335		FilterComputer	1678089179293	1678089179407	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179408
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179408
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179408
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179408
REQUEST	336		FilterComputer	1678089179302	1678089179410	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179411
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179411
USER	MyComputerJourney	333	END	1678089163312	1678089179409
USER	MyComputerJourney	335	END	1678089163412	1678089179409
USER	MyComputerJourney	336	END	1678089163462	1678089179411
REQUEST	337		FilterComputer	1678089179412	1678089179524	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179524
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179525
USER	MyComputerJourney	337	END	1678089163513	1678089179526
REQUEST	338		FilterComputer	1678089179422	1678089179529	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179530
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179530
USER	MyComputerJourney	338	END	1678089163563	1678089179531
REQUEST	340		FilterComputer	1678089179553	1678089179666	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
REQUEST	339		FilterComputer	1678089179553	1678089179666	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179667
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179667
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179667
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179670
REQUEST	341		FilterComputer	1678089179562	1678089179674	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179675
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179676
USER	MyComputerJourney	340	END	1678089163663	1678089179676
USER	MyComputerJourney	341	END	1678089163712	1678089179679
USER	MyComputerJourney	339	END	1678089163613	1678089179683
REQUEST	342		FilterComputer	1678089179722	1678089179830	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179830
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179830
USER	MyComputerJourney	342	END	1678089163763	1678089179831
REQUEST	343		FilterComputer	1678089179733	1678089179840	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179841
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089179841
USER	MyComputerJourney	343	END	1678089163813	1678089179843
REQUEST	347		FilterComputer	1678089179893	1678089180005	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180006
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180006
USER	MyComputerJourney	347	END	1678089164012	1678089180007
REQUEST	346		FilterComputer	1678089179903	1678089180010	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180010
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180010
REQUEST	345		FilterComputer	1678089179903	1678089180011	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
USER	MyComputerJourney	346	END	1678089163962	1678089180011
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180011
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180011
REQUEST	348		FilterComputer	1678089179903	1678089180011	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180012
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180012
USER	MyComputerJourney	345	END	1678089163912	1678089180012
USER	MyComputerJourney	348	END	1678089164072	1678089180012
REQUEST	344		FilterComputer	1678089179893	1678089180014	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180014
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180015
USER	MyComputerJourney	344	END	1678089163862	1678089180015
REQUEST	350		FilterComputer	1678089180103	1678089180212	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180213
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180213
REQUEST	349		FilterComputer	1678089180103	1678089180212	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180213
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180213
USER	MyComputerJourney	350	END	1678089164162	1678089180215
USER	MyComputerJourney	349	END	1678089164112	1678089180215
REQUEST	353		FilterComputer	1678089180312	1678089180422	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180423
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180423
REQUEST	354		FilterComputer	1678089180313	1678089180424	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180425
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180425
REQUEST	352		FilterComputer	1678089180312	1678089180425	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
REQUEST	351		FilterComputer	1678089180312	1678089180426	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180426
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180426
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180426
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180426
USER	MyComputerJourney	354	END	1678089164364	1678089180428
USER	MyComputerJourney	352	END	1678089164262	1678089180428
USER	MyComputerJourney	351	END	1678089164212	1678089180431
USER	MyComputerJourney	353	END	1678089164312	1678089180431
REQUEST	355		FilterComputer	1678089180332	1678089180441	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180442
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180442
USER	MyComputerJourney	355	END	1678089164413	1678089180445
REQUEST	359		FilterComputer	1678089180424	1678089180530	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180530
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180531
USER	MyComputerJourney	359	END	1678089164612	1678089180532
REQUEST	356		FilterComputer	1678089180426	1678089180536	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180537
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180538
USER	MyComputerJourney	356	END	1678089164462	1678089180540
REQUEST	357		FilterComputer	1678089180433	1678089180540	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180541
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180541
USER	MyComputerJourney	357	END	1678089164512	1678089180542
REQUEST	358		FilterComputer	1678089180453	1678089180570	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180570
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180570
USER	MyComputerJourney	358	END	1678089164563	1678089180571
REQUEST	360		FilterComputer	1678089180533	1678089180641	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180642
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180642
USER	MyComputerJourney	360	END	1678089164662	1678089180642
REQUEST	361		FilterComputer	1678089180533	1678089180646	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180646
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180646
