RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1678087454512	test	3.3.1
USER	MyComputerJourney	178	START	1678087479108	1678087479108
REQUEST	67		LoadNewComputerPage	1678087479020	1678087479131	OK	 
USER	MyComputerJourney	179	START	1678087479159	1678087479159
REQUEST	170		LoadHomePage	1678087478710	1678087479161	OK	 
REQUEST	68		LoadNewComputerPage	1678087479068	1678087479177	OK	 
REQUEST	171		LoadHomePage	1678087478760	1678087479195	OK	 
USER	MyComputerJourney	180	START	1678087479208	1678087479208
REQUEST	69		LoadNewComputerPage	1678087479109	1678087479216	OK	 
REQUEST	172		LoadHomePage	1678087478811	1678087479258	OK	 
USER	MyComputerJourney	181	START	1678087479258	1678087479258
REQUEST	70		LoadNewComputerPage	1678087479189	1678087479304	OK	 
REQUEST	173		LoadHomePage	1678087478860	1678087479307	OK	 
USER	MyComputerJourney	182	START	1678087479308	1678087479308
REQUEST	71		LoadNewComputerPage	1678087479219	1678087479328	OK	 
REQUEST	174		LoadHomePage	1678087478910	1678087479347	OK	 
USER	MyComputerJourney	183	START	1678087479359	1678087479359
REQUEST	72		LoadNewComputerPage	1678087479258	1678087479367	OK	 
REQUEST	175		LoadHomePage	1678087478960	1678087479393	OK	 
USER	MyComputerJourney	184	START	1678087479408	1678087479408
REQUEST	176		LoadHomePage	1678087479011	1678087479431	OK	 
REQUEST	73		LoadNewComputerPage	1678087479319	1678087479433	OK	 
USER	MyComputerJourney	185	START	1678087479459	1678087479459
REQUEST	74		LoadNewComputerPage	1678087479368	1678087479481	OK	 
REQUEST	177		LoadHomePage	1678087479059	1678087479508	OK	 
USER	MyComputerJourney	186	START	1678087479509	1678087479509
REQUEST	75		LoadNewComputerPage	1678087479419	1678087479531	OK	 
REQUEST	178		LoadHomePage	1678087479109	1678087479539	OK	 
USER	MyComputerJourney	187	START	1678087479559	1678087479559
REQUEST	76		LoadNewComputerPage	1678087479480	1678087479594	OK	 
REQUEST	179		LoadHomePage	1678087479160	1678087479599	OK	 
USER	MyComputerJourney	188	START	1678087479609	1678087479609
REQUEST	77		LoadNewComputerPage	1678087479509	1678087479619	OK	 
REQUEST	180		LoadHomePage	1678087479209	1678087479645	OK	 
REQUEST	6		CreateNewComputer	1678087479540	1678087479648	OK	 
USER	MyComputerJourney	189	START	1678087479658	1678087479658
REQUEST	78		LoadNewComputerPage	1678087479559	1678087479667	OK	 
USER	MyComputerJourney	190	START	1678087479709	1678087479709
REQUEST	79		LoadNewComputerPage	1678087479609	1678087479716	OK	 
REQUEST	181		LoadHomePage	1678087479259	1678087479725	OK	 
USER	MyComputerJourney	191	START	1678087479758	1678087479758
REQUEST	6		CreateNewComputer Redirect 1	1678087479648	1678087479759	OK	 
REQUEST	182		LoadHomePage	1678087479309	1678087479762	OK	 
REQUEST	183		LoadHomePage	1678087479360	1678087479795	OK	 
REQUEST	80		LoadNewComputerPage	1678087479688	1678087479801	OK	 
REQUEST	81		LoadNewComputerPage	1678087479699	1678087479803	OK	 
USER	MyComputerJourney	192	START	1678087479808	1678087479808
REQUEST	184		LoadHomePage	1678087479410	1678087479840	OK	 
USER	MyComputerJourney	193	START	1678087479858	1678087479858
REQUEST	82		LoadNewComputerPage	1678087479779	1678087479893	OK	 
REQUEST	185		LoadHomePage	1678087479460	1678087479894	OK	 
USER	MyComputerJourney	194	START	1678087479909	1678087479909
REQUEST	186		LoadHomePage	1678087479510	1678087479934	OK	 
USER	MyComputerJourney	195	START	1678087479959	1678087479959
REQUEST	84		LoadNewComputerPage	1678087479869	1678087479981	OK	 
REQUEST	83		LoadNewComputerPage	1678087479859	1678087479981	OK	 
USER	MyComputerJourney	196	START	1678087480008	1678087480008
REQUEST	85		LoadNewComputerPage	1678087479909	1678087480020	OK	 
REQUEST	187		LoadHomePage	1678087479560	1678087480025	OK	 
REQUEST	188		LoadHomePage	1678087479609	1678087480057	OK	 
USER	MyComputerJourney	197	START	1678087480058	1678087480058
REQUEST	86		LoadNewComputerPage	1678087479959	1678087480069	OK	 
REQUEST	189		LoadHomePage	1678087479659	1678087480088	OK	 
USER	MyComputerJourney	198	START	1678087480109	1678087480109
REQUEST	190		LoadHomePage	1678087479709	1678087480138	OK	 
REQUEST	87		LoadNewComputerPage	1678087480029	1678087480145	OK	 
USER	MyComputerJourney	199	START	1678087480159	1678087480159
REQUEST	88		LoadNewComputerPage	1678087480059	1678087480168	OK	 
USER	MyComputerJourney	200	START	1678087480209	1678087480209
REQUEST	191		LoadHomePage	1678087479760	1678087480213	OK	 
REQUEST	89		LoadNewComputerPage	1678087480109	1678087480220	OK	 
USER	MyComputerJourney	201	START	1678087480258	1678087480258
REQUEST	192		LoadHomePage	1678087479809	1678087480260	OK	 
REQUEST	90		LoadNewComputerPage	1678087480179	1678087480291	OK	 
REQUEST	193		LoadHomePage	1678087479859	1678087480296	OK	 
USER	MyComputerJourney	202	START	1678087480309	1678087480309
REQUEST	91		LoadNewComputerPage	1678087480209	1678087480317	OK	 
REQUEST	194		LoadHomePage	1678087479910	1678087480351	OK	 
USER	MyComputerJourney	203	START	1678087480358	1678087480358
REQUEST	92		LoadNewComputerPage	1678087480258	1678087480366	OK	 
REQUEST	195		LoadHomePage	1678087479961	1678087480393	OK	 
USER	MyComputerJourney	204	START	1678087480408	1678087480408
REQUEST	93		LoadNewComputerPage	1678087480328	1678087480440	OK	 
REQUEST	196		LoadHomePage	1678087480011	1678087480447	OK	 
REQUEST	94		LoadNewComputerPage	1678087480348	1678087480454	OK	 
USER	MyComputerJourney	205	START	1678087480459	1678087480459
REQUEST	197		LoadHomePage	1678087480059	1678087480489	OK	 
USER	MyComputerJourney	206	START	1678087480509	1678087480509
REQUEST	198		LoadHomePage	1678087480110	1678087480544	OK	 
REQUEST	95		LoadNewComputerPage	1678087480439	1678087480556	OK	 
USER	MyComputerJourney	207	START	1678087480558	1678087480558
REQUEST	96		LoadNewComputerPage	1678087480478	1678087480594	OK	 
REQUEST	199		LoadHomePage	1678087480161	1678087480607	OK	 
USER	MyComputerJourney	208	START	1678087480608	1678087480608
REQUEST	97		LoadNewComputerPage	1678087480528	1678087480641	OK	 
USER	MyComputerJourney	209	START	1678087480659	1678087480659
REQUEST	200		LoadHomePage	1678087480210	1678087480666	OK	 
REQUEST	98		LoadNewComputerPage	1678087480579	1678087480693	OK	 
REQUEST	201		LoadHomePage	1678087480259	1678087480695	OK	 
USER	MyComputerJourney	210	START	1678087480708	1678087480708
REQUEST	99		LoadNewComputerPage	1678087480609	1678087480718	OK	 
REQUEST	202		LoadHomePage	1678087480309	1678087480742	OK	 
USER	MyComputerJourney	211	START	1678087480758	1678087480758
REQUEST	100		LoadNewComputerPage	1678087480659	1678087480770	OK	 
REQUEST	203		LoadHomePage	1678087480359	1678087480798	OK	 
USER	MyComputerJourney	212	START	1678087480809	1678087480809
REQUEST	101		LoadNewComputerPage	1678087480729	1678087480843	OK	 
REQUEST	204		LoadHomePage	1678087480409	1678087480850	OK	 
USER	MyComputerJourney	213	START	1678087480859	1678087480859
REQUEST	102		LoadNewComputerPage	1678087480768	1678087480877	OK	 
REQUEST	205		LoadHomePage	1678087480460	1678087480886	OK	 
REQUEST	4		FilterComputer	1678087480789	1678087480897	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087480897
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087480898
USER	MyComputerJourney	4	END	1678087464559	1678087480898
USER	MyComputerJourney	214	START	1678087480908	1678087480908
REQUEST	103		LoadNewComputerPage	1678087480809	1678087480920	OK	 
REQUEST	206		LoadHomePage	1678087480509	1678087480947	OK	 
USER	MyComputerJourney	215	START	1678087480959	1678087480959
REQUEST	207		LoadHomePage	1678087480559	1678087480998	OK	 
REQUEST	104		LoadNewComputerPage	1678087480888	1678087481003	OK	 
USER	MyComputerJourney	216	START	1678087481008	1678087481008
REQUEST	105		LoadNewComputerPage	1678087480918	1678087481029	OK	 
REQUEST	208		LoadHomePage	1678087480610	1678087481045	OK	 
USER	MyComputerJourney	217	START	1678087481058	1678087481058
REQUEST	106		LoadNewComputerPage	1678087480968	1678087481079	OK	 
REQUEST	209		LoadHomePage	1678087480661	1678087481108	OK	 
USER	MyComputerJourney	218	START	1678087481113	1678087481113
REQUEST	107		LoadNewComputerPage	1678087481008	1678087481117	OK	 
REQUEST	210		LoadHomePage	1678087480710	1678087481148	OK	 
USER	MyComputerJourney	219	START	1678087481159	1678087481159
REQUEST	108		LoadNewComputerPage	1678087481059	1678087481167	OK	 
REQUEST	211		LoadHomePage	1678087480759	1678087481188	OK	 
USER	MyComputerJourney	220	START	1678087481209	1678087481209
REQUEST	109		LoadNewComputerPage	1678087481113	1678087481226	OK	 
USER	MyComputerJourney	221	START	1678087481259	1678087481259
REQUEST	110		LoadNewComputerPage	1678087481159	1678087481266	OK	 
REQUEST	212		LoadHomePage	1678087480810	1678087481282	OK	 
REQUEST	213		LoadHomePage	1678087480859	1678087481293	OK	 
USER	MyComputerJourney	222	START	1678087481309	1678087481309
REQUEST	111		LoadNewComputerPage	1678087481209	1678087481317	OK	 
REQUEST	7		CreateNewComputer	1678087481218	1678087481326	OK	 
REQUEST	214		LoadHomePage	1678087480915	1678087481346	OK	 
REQUEST	8		CreateNewComputer	1678087481249	1678087481357	OK	 
REQUEST	9		CreateNewComputer	1678087481249	1678087481358	OK	 
USER	MyComputerJourney	223	START	1678087481360	1678087481360
REQUEST	112		LoadNewComputerPage	1678087481269	1678087481380	OK	 
REQUEST	10		CreateNewComputer	1678087481289	1678087481398	OK	 
USER	MyComputerJourney	224	START	1678087481409	1678087481409
REQUEST	215		LoadHomePage	1678087480959	1678087481409	OK	 
REQUEST	113		LoadNewComputerPage	1678087481309	1678087481418	OK	 
REQUEST	11		CreateNewComputer	1678087481329	1678087481436	OK	 
REQUEST	7		CreateNewComputer Redirect 1	1678087481327	1678087481437	OK	 
REQUEST	216		LoadHomePage	1678087481009	1678087481442	OK	 
USER	MyComputerJourney	225	START	1678087481459	1678087481459
REQUEST	8		CreateNewComputer Redirect 1	1678087481359	1678087481468	OK	 
REQUEST	114		LoadNewComputerPage	1678087481360	1678087481470	OK	 
REQUEST	9		CreateNewComputer Redirect 1	1678087481360	1678087481472	OK	 
REQUEST	12		CreateNewComputer	1678087481389	1678087481497	OK	 
USER	MyComputerJourney	226	START	1678087481509	1678087481509
REQUEST	10		CreateNewComputer Redirect 1	1678087481400	1678087481509	OK	 
REQUEST	217		LoadHomePage	1678087481059	1678087481514	OK	 
REQUEST	115		LoadNewComputerPage	1678087481419	1678087481528	OK	 
REQUEST	11		CreateNewComputer Redirect 1	1678087481438	1678087481546	OK	 
REQUEST	218		LoadHomePage	1678087481115	1678087481557	OK	 
USER	MyComputerJourney	227	START	1678087481559	1678087481559
REQUEST	116		LoadNewComputerPage	1678087481469	1678087481580	OK	 
REQUEST	12		CreateNewComputer Redirect 1	1678087481498	1678087481605	OK	 
USER	MyComputerJourney	228	START	1678087481608	1678087481608
REQUEST	14		CreateNewComputer	1678087481500	1678087481610	OK	 
REQUEST	219		LoadHomePage	1678087481160	1678087481618	OK	 
REQUEST	13		CreateNewComputer	1678087481499	1678087481619	OK	 
REQUEST	117		LoadNewComputerPage	1678087481519	1678087481628	OK	 
REQUEST	220		LoadHomePage	1678087481209	1678087481641	OK	 
USER	MyComputerJourney	229	START	1678087481658	1678087481658
REQUEST	16		CreateNewComputer	1678087481579	1678087481687	OK	 
REQUEST	221		LoadHomePage	1678087481259	1678087481692	OK	 
REQUEST	118		LoadNewComputerPage	1678087481579	1678087481693	OK	 
REQUEST	15		CreateNewComputer	1678087481588	1678087481706	OK	 
USER	MyComputerJourney	230	START	1678087481708	1678087481708
REQUEST	119		LoadNewComputerPage	1678087481609	1678087481717	OK	 
REQUEST	14		CreateNewComputer Redirect 1	1678087481610	1678087481721	OK	 
REQUEST	17		CreateNewComputer	1678087481629	1678087481736	OK	 
REQUEST	13		CreateNewComputer Redirect 1	1678087481619	1678087481740	OK	 
REQUEST	222		LoadHomePage	1678087481311	1678087481744	OK	 
USER	MyComputerJourney	231	START	1678087481758	1678087481758
REQUEST	120		LoadNewComputerPage	1678087481659	1678087481769	OK	 
REQUEST	18		CreateNewComputer	1678087481680	1678087481789	OK	 
REQUEST	16		CreateNewComputer Redirect 1	1678087481689	1678087481798	OK	 
USER	MyComputerJourney	232	START	1678087481809	1678087481809
REQUEST	223		LoadHomePage	1678087481362	1678087481812	OK	 
REQUEST	15		CreateNewComputer Redirect 1	1678087481707	1678087481824	OK	 
REQUEST	121		LoadNewComputerPage	1678087481719	1678087481830	OK	 
REQUEST	19		CreateNewComputer	1678087481729	1678087481837	OK	 
REQUEST	224		LoadHomePage	1678087481410	1678087481840	OK	 
REQUEST	17		CreateNewComputer Redirect 1	1678087481737	1678087481845	OK	 
USER	MyComputerJourney	233	START	1678087481858	1678087481858
REQUEST	20		CreateNewComputer	1678087481768	1678087481876	OK	 
REQUEST	225		LoadHomePage	1678087481460	1678087481890	OK	 
REQUEST	122		LoadNewComputerPage	1678087481779	1678087481892	OK	 
REQUEST	18		CreateNewComputer Redirect 1	1678087481789	1678087481898	OK	 
REQUEST	123		LoadNewComputerPage	1678087481799	1678087481908	OK	 
USER	MyComputerJourney	234	START	1678087481909	1678087481909
REQUEST	21		CreateNewComputer	1678087481818	1678087481922	OK	 
REQUEST	226		LoadHomePage	1678087481509	1678087481940	OK	 
REQUEST	19		CreateNewComputer Redirect 1	1678087481837	1678087481946	OK	 
USER	MyComputerJourney	235	START	1678087481958	1678087481958
REQUEST	227		LoadHomePage	1678087481559	1678087481987	OK	 
USER	MyComputerJourney	236	START	1678087482009	1678087482009
REQUEST	22		CreateNewComputer	1678087481899	1678087482012	OK	 
REQUEST	21		CreateNewComputer Redirect 1	1678087481924	1678087482029	OK	 
REQUEST	124		LoadNewComputerPage	1678087481910	1678087482032	OK	 
REQUEST	228		LoadHomePage	1678087481609	1678087482039	OK	 
REQUEST	125		LoadNewComputerPage	1678087481929	1678087482043	OK	 
USER	MyComputerJourney	237	START	1678087482059	1678087482059
REQUEST	23		CreateNewComputer	1678087481950	1678087482062	OK	 
REQUEST	126		LoadNewComputerPage	1678087481969	1678087482080	OK	 
REQUEST	24		CreateNewComputer	1678087481979	1678087482086	OK	 
REQUEST	20		CreateNewComputer Redirect 1	1678087481877	1678087482088	OK	 
REQUEST	229		LoadHomePage	1678087481660	1678087482092	OK	 
USER	MyComputerJourney	238	START	1678087482109	1678087482109
REQUEST	25		CreateNewComputer	1678087482019	1678087482126	OK	 
REQUEST	22		CreateNewComputer Redirect 1	1678087482012	1678087482126	OK	 
REQUEST	127		LoadNewComputerPage	1678087482019	1678087482131	OK	 
REQUEST	230		LoadHomePage	1678087481709	1678087482138	OK	 
USER	MyComputerJourney	239	START	1678087482159	1678087482159
REQUEST	128		LoadNewComputerPage	1678087482059	1678087482168	OK	 
REQUEST	23		CreateNewComputer Redirect 1	1678087482064	1678087482177	OK	 
REQUEST	24		CreateNewComputer Redirect 1	1678087482087	1678087482195	OK	 
REQUEST	231		LoadHomePage	1678087481759	1678087482207	OK	 
REQUEST	26		CreateNewComputer	1678087482100	1678087482208	OK	 
USER	MyComputerJourney	240	START	1678087482208	1678087482208
REQUEST	129		LoadNewComputerPage	1678087482119	1678087482230	OK	 
REQUEST	25		CreateNewComputer Redirect 1	1678087482127	1678087482235	OK	 
REQUEST	27		CreateNewComputer	1678087482129	1678087482237	OK	 
REQUEST	232		LoadHomePage	1678087481809	1678087482257	OK	 
USER	MyComputerJourney	241	START	1678087482259	1678087482259
REQUEST	130		LoadNewComputerPage	1678087482159	1678087482266	OK	 
REQUEST	28		CreateNewComputer	1678087482168	1678087482275	OK	 
USER	MyComputerJourney	242	START	1678087482309	1678087482309
REQUEST	233		LoadHomePage	1678087481859	1678087482310	OK	 
REQUEST	131		LoadNewComputerPage	1678087482209	1678087482317	OK	 
REQUEST	26		CreateNewComputer Redirect 1	1678087482208	1678087482318	OK	 
REQUEST	29		CreateNewComputer	1678087482228	1678087482336	OK	 
REQUEST	27		CreateNewComputer Redirect 1	1678087482237	1678087482346	OK	 
REQUEST	234		LoadHomePage	1678087481911	1678087482357	OK	 
USER	MyComputerJourney	243	START	1678087482359	1678087482359
REQUEST	28		CreateNewComputer Redirect 1	1678087482276	1678087482384	OK	 
REQUEST	132		LoadNewComputerPage	1678087482279	1678087482393	OK	 
USER	MyComputerJourney	244	START	1678087482409	1678087482409
REQUEST	235		LoadHomePage	1678087481959	1678087482416	OK	 
REQUEST	31		CreateNewComputer	1678087482310	1678087482417	OK	 
REQUEST	30		CreateNewComputer	1678087482310	1678087482424	OK	 
REQUEST	236		LoadHomePage	1678087482009	1678087482442	OK	 
REQUEST	29		CreateNewComputer Redirect 1	1678087482337	1678087482445	OK	 
REQUEST	133		LoadNewComputerPage	1678087482339	1678087482455	OK	 
USER	MyComputerJourney	245	START	1678087482458	1678087482458
REQUEST	32		CreateNewComputer	1678087482379	1678087482489	OK	 
REQUEST	134		LoadNewComputerPage	1678087482379	1678087482491	OK	 
REQUEST	237		LoadHomePage	1678087482061	1678087482492	OK	 
USER	MyComputerJourney	246	START	1678087482508	1678087482508
REQUEST	31		CreateNewComputer Redirect 1	1678087482419	1678087482528	OK	 
REQUEST	135		LoadNewComputerPage	1678087482420	1678087482531	OK	 
REQUEST	30		CreateNewComputer Redirect 1	1678087482426	1678087482538	OK	 
REQUEST	33		CreateNewComputer	1678087482439	1678087482549	OK	 
REQUEST	238		LoadHomePage	1678087482111	1678087482557	OK	 
USER	MyComputerJourney	247	START	1678087482558	1678087482558
REQUEST	34		CreateNewComputer	1678087482478	1678087482587	OK	 
REQUEST	136		LoadNewComputerPage	1678087482478	1678087482591	OK	 
REQUEST	32		CreateNewComputer Redirect 1	1678087482489	1678087482598	OK	 
USER	MyComputerJourney	248	START	1678087482608	1678087482608
REQUEST	137		LoadNewComputerPage	1678087482509	1678087482616	OK	 
REQUEST	239		LoadHomePage	1678087482159	1678087482624	OK	 
REQUEST	35		CreateNewComputer	1678087482529	1678087482636	OK	 
REQUEST	240		LoadHomePage	1678087482209	1678087482638	OK	 
USER	MyComputerJourney	249	START	1678087482659	1678087482659
REQUEST	33		CreateNewComputer Redirect 1	1678087482549	1678087482660	OK	 
REQUEST	36		CreateNewComputer	1678087482568	1678087482676	OK	 
REQUEST	241		LoadHomePage	1678087482259	1678087482687	OK	 
REQUEST	138		LoadNewComputerPage	1678087482579	1678087482691	OK	 
REQUEST	34		CreateNewComputer Redirect 1	1678087482587	1678087482697	OK	 
USER	MyComputerJourney	250	START	1678087482709	1678087482709
REQUEST	37		CreateNewComputer	1678087482629	1678087482737	OK	 
REQUEST	139		LoadNewComputerPage	1678087482628	1678087482740	OK	 
REQUEST	35		CreateNewComputer Redirect 1	1678087482637	1678087482745	OK	 
REQUEST	242		LoadHomePage	1678087482311	1678087482747	OK	 
USER	MyComputerJourney	251	START	1678087482758	1678087482758
